label,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_overall_mean,mfcc_overall_std,mfcc_overall_min,mfcc_overall_max
B,-432.50223,68.31315,55.812866,109.26779,-13.527878,-0.7917486,-0.39060524,-20.919353,-28.902328,-6.937817,0.705273,-21.052605,-6.636384,-22.889374,126.28338,-527.65,152.6951
J,-267.73898,31.66801,27.196514,28.40415,-48.0375,-18.543097,-6.0534253,-17.945389,-4.1246457,-3.7646058,9.52807,-8.457902,-18.24112,-22.777685,77.78557,-435.93347,91.98644
J,-343.533,-5.2237387,23.325808,34.355927,-23.384296,-4.560989,2.6749701,-10.7374325,5.952059,1.8761616,3.7136598,-0.7513925,-2.4543028,-24.518967,122.108505,-829.83997,47.42794
H,-297.39932,31.64656,52.435284,26.47909,-24.069983,-5.113715,-6.4196105,5.667011,-2.717364,2.680293,14.920723,-4.3177395,-3.4857833,-16.130348,89.08228,-498.49915,88.55939
C,-329.8451,96.27827,13.34091,42.132885,-25.945662,-49.367672,-21.936708,-4.4177303,-41.867424,14.624974,1.843554,-7.561901,1.4675251,-23.942623,100.60883,-597.6309,126.38046
I,-487.7711,100.90434,10.941523,16.018785,2.0748913,18.960545,-0.20428777,1.4417075,2.1285725,2.9248664,-7.9321003,2.5458107,-5.2842674,-26.403898,141.34702,-729.5177,136.04083
C,-481.7544,65.13267,5.6023335,33.083,1.7510041,-5.8324366,3.4725864,5.1351056,-5.570156,-4.779659,-0.41636047,-2.9060347,-2.9892118,-30.005514,137.58313,-707.7614,108.221794
B,-422.02307,60.40104,20.674292,38.350353,-7.3091965,8.967355,-1.4963564,-7.9192758,-6.3164124,1.2930366,7.554756,0.71414495,4.65596,-23.265646,124.58124,-616.7218,130.35072
E,-219.92676,27.242134,32.556923,36.311947,-76.620605,2.4503245,-26.658102,-6.446946,-13.858265,-12.900279,-18.58089,-9.020981,-21.610325,-23.62014,73.48552,-426.26712,69.6649
C,-341.9059,89.106,18.793371,52.40321,-29.699081,-50.176178,-22.31052,-3.064368,-44.33852,15.916934,-0.82233536,-6.800316,0.07266345,-24.832697,101.64512,-506.82568,145.32416
A,-463.08267,45.38722,4.9914384,17.112465,-6.685393,3.5460227,-1.1860867,1.9841068,-1.1219974,0.87106633,-0.94520897,-1.1691773,-3.4356604,-31.05646,133.49455,-605.8148,94.70567
B,-456.29147,58.69539,31.203484,40.74586,1.5155314,11.587387,-0.9828817,2.6767626,-1.8472115,-1.3714398,1.4456004,2.2662342,0.13457525,-23.863243,133.40535,-637.4616,148.24872
C,-311.94418,98.42985,0.4669447,43.580574,-32.59788,-37.017048,-36.64103,2.4718616,-38.398438,6.4888268,4.5918617,-3.6989694,-0.25577012,-23.424877,95.12007,-536.3354,139.8906
A,-441.6301,57.232742,-4.3803263,21.35547,-4.274902,5.0900006,1.783461,8.720126,-0.71975744,-4.2163835,8.178437,-1.5155166,-2.3298814,-27.438972,129.0229,-760.945,81.39398
C,-291.25134,16.835625,56.422153,26.532507,-29.68206,-14.377362,-9.437127,-27.276648,-25.344734,2.838828,-14.609858,-0.48540524,-7.100571,-24.37969,83.29158,-466.5907,77.33467
G,-466.46143,37.681473,27.96441,23.450542,-22.049604,-0.49561906,-4.1289153,-8.731811,-5.2580733,-0.09059969,1.7343477,0.4459079,-2.1741464,-32.16258,134.35397,-621.446,95.27907
E,-329.19946,26.050888,72.82257,43.677322,-28.965572,2.7504282,-10.9816475,-8.6511,-5.2831154,-5.9897766,-10.949048,-3.6506376,-8.806316,-20.551958,96.96749,-483.13455,96.80531
A,-234.69147,29.236929,30.094164,18.963894,-67.68707,-3.7259598,-13.333978,-6.6551967,-15.8901,10.6535015,-6.93967,-21.195591,-3.9043682,-21.928839,71.54168,-515.7946,65.04029
C,-411.11652,31.017584,18.55191,18.13587,-24.298126,-3.9235003,-3.7026284,3.7756166,-3.4506264,-0.3660655,1.7962137,-1.9338884,-1.4699576,-28.998777,118.137314,-683.3356,113.99103
A,-496.92484,53.377422,15.11345,38.270027,-0.49320844,-2.1983094,-4.939903,2.3848083,-2.6838827,-0.19275413,1.6890697,-1.3924325,-3.9234488,-30.916464,144.4174,-701.17096,107.23724
H,-324.31628,130.21405,-8.8986025,-10.856609,-16.43904,-9.461804,-14.47273,3.5766935,-14.535596,17.515125,-19.769524,-9.931691,-14.080288,-22.419718,103.06013,-593.1701,159.76598
A,-431.6099,45.06238,17.359123,15.224048,-15.395354,3.2826667,8.410781,9.666121,0.5838519,8.850575,1.5666993,-4.3058405,-2.934098,-26.479921,128.40842,-641.70374,115.05011
E,-297.78293,42.166176,56.924812,43.311626,-55.34522,20.045755,-19.343618,-4.354979,-13.681916,14.160971,-4.9420686,-7.373469,-0.80564636,-17.463116,89.38375,-437.87094,75.20955
C,-230.27597,40.03769,9.476477,42.647858,-75.610344,-13.46529,-29.405533,-14.719947,-12.171308,3.5611906,6.4312124,-15.933599,-2.800967,-22.479118,76.359604,-489.34903,111.20388
B,-466.08234,43.937157,24.662182,23.104,-13.987348,4.4388323,7.624704,2.7979546,1.283901,8.453772,5.5728297,2.11356,-2.9377396,-27.616812,136.1045,-628.2233,98.45065
E,-216.16943,54.917763,-48.35928,12.33591,-50.98835,-11.433096,-14.879748,7.20031,-15.00712,-5.758399,-7.09784,-9.455324,-11.006694,-24.284714,77.09023,-562.6501,106.4411
G,-564.6633,64.16055,39.981148,23.26974,3.0910113,7.1846213,5.2278123,-3.7230356,-4.455872,-0.8872583,-1.414509,-1.2005205,0.3344533,-33.315014,159.35489,-725.6495,145.1692
G,-399.34457,61.259136,60.855976,65.01647,-40.212357,-15.317672,-17.439121,-16.100748,-47.882107,2.2699633,-15.5590515,-19.624166,-1.1658984,-29.480322,115.56557,-588.0797,143.92238
C,-481.30936,37.751118,22.512884,21.972792,-1.2441298,5.031421,0.04470812,8.364859,0.5099085,11.535068,7.667781,4.6851845,0.6797266,-27.830618,137.81906,-659.1354,100.20053
I,-457.04312,59.889767,16.832588,9.980362,-8.579361,19.495197,4.2608924,-4.9799743,3.2032673,3.5832705,-7.36566,2.4254417,-6.8120384,-28.085335,134.48538,-671.1815,103.19685
F,-445.78827,41.647987,12.051368,-0.95788294,-3.9317904,6.088225,4.8700237,6.229051,3.999371,2.0607138,-1.288609,2.9585032,-0.09839338,-28.62767,128.95802,-680.3267,105.80953
G,-223.5523,36.60235,4.612855,38.4579,-45.11846,-15.6613655,-29.478119,-10.307003,-3.1162667,-12.2978735,-0.73837435,-14.06467,-5.883567,-21.58038,72.64138,-413.4169,90.11076
C,-481.7544,65.13267,5.6023335,33.083,1.7510041,-5.8324366,3.4725864,5.1351056,-5.570156,-4.779659,-0.41636047,-2.9060347,-2.9892118,-30.005514,137.58313,-707.7614,108.221794
J,-266.12897,28.425287,34.087505,24.760832,-45.099213,-17.380106,-3.6015897,-10.925983,-14.460586,1.7261356,9.459991,-6.2008276,-21.751389,-22.083763,76.76059,-438.92038,91.15791
I,-489.49066,43.39733,3.2659416,-5.9494667,-0.5222834,20.089418,4.058554,2.3496425,7.8480167,2.0113828,-1.0661777,0.49010733,-1.0931057,-31.893179,142.198,-664.77515,87.3385
J,-345.8442,171.26804,-11.9945545,-38.451954,-34.87992,-12.939229,-14.007153,-11.135828,-21.848331,-2.4630737,-0.844391,-11.004198,-18.18234,-27.102089,109.879364,-604.9014,235.64958
D,-323.6539,57.535233,65.17642,40.164997,-21.246756,-2.519139,-6.4701858,-5.186994,-7.175583,-8.123647,-9.338807,-6.8105736,-9.0129385,-18.20476,98.19855,-480.48407,159.2833
G,-400.5255,66.99061,57.304977,76.383545,-3.9404244,-5.0814543,7.2840314,-14.848649,-21.458317,2.3428686,-8.700965,-6.5999737,-7.2474504,-19.853594,120.869064,-699.43695,139.93933
F,-263.6336,59.12428,28.162184,40.553,-70.61382,-10.739299,-21.461153,-21.098545,-13.532136,-0.09473106,-0.4734952,-7.782377,-2.4097335,-21.846111,85.05305,-531.1449,109.95503
C,-481.7544,65.13267,5.6023335,33.083,1.7510041,-5.8324366,3.4725864,5.1351056,-5.570156,-4.779659,-0.41636047,-2.9060347,-2.9892118,-30.005514,137.58313,-707.7614,108.221794
G,-397.78647,22.22081,18.401628,39.380756,-37.70307,-4.7624445,-19.44337,3.1348279,-21.236523,-6.3158884,2.757361,-4.2224073,-1.6824934,-31.32748,118.27227,-617.5847,89.25597
E,-357.59183,29.321882,81.10591,27.693094,-23.417383,-13.568195,-2.6596625,-16.821207,-8.98233,-3.2731097,-15.681291,-3.6849377,-1.8130776,-23.797857,102.631645,-510.14297,103.813385
A,-313.5619,29.608929,25.757883,59.962704,-57.575718,-40.485092,-10.1989355,-12.425291,1.1463369,-16.345253,10.314602,-12.039075,2.6691985,-25.62858,91.77289,-489.74448,71.62208
H,-256.36398,67.21018,-12.323736,-23.590542,-17.031237,14.88864,-21.403654,16.104557,-21.909458,-10.188863,-1.0513307,-10.585624,-4.194596,-21.572283,83.89678,-505.09293,89.94175
A,-293.62473,32.718067,38.24571,47.85154,-41.462135,-30.872108,2.86628,-11.736464,-15.602697,8.488639,-7.708604,2.2436473,7.786929,-20.061995,87.05402,-489.65634,69.41313
F,-445.78827,41.647987,12.051368,-0.95788294,-3.9317904,6.088225,4.8700237,6.229051,3.999371,2.0607138,-1.288609,2.9585032,-0.09839338,-28.62767,128.95802,-680.3267,105.80953
B,-557.5572,50.275497,26.230148,24.12936,9.289333,7.027002,3.349541,-9.183801,-1.4079679,2.6664953,2.2143512,-3.2753558,0.0010576026,-34.326267,157.12958,-686.443,127.77394
I,-457.04312,59.889767,16.832588,9.980362,-8.579361,19.495197,4.2608924,-4.9799743,3.2032673,3.5832705,-7.36566,2.4254417,-6.8120384,-28.085335,134.48538,-671.1815,103.19685
G,-346.56348,31.31761,62.459736,42.68551,-11.966793,0.71271396,5.3498106,-9.236845,-7.8845334,-8.438778,-11.310837,-9.809998,0.0057199,-20.206167,101.17586,-479.90894,102.097626
B,-420.9941,106.132904,-4.6973677,25.779558,-8.064528,2.6483772,-1.1951215,-9.362241,-4.602489,-11.742708,-3.065459,-4.266041,-3.3529062,-25.906315,124.08348,-707.302,148.62256
C,-295.2297,31.402697,44.876682,44.11229,-54.902287,6.170193,-31.848167,1.0281787,-30.233578,4.163291,-3.7082562,-3.8033807,-12.255492,-23.094429,86.89069,-463.59244,77.4284
C,-437.85324,35.678593,19.302319,33.708073,4.160033,-0.6867056,2.3496852,-6.601052,-12.934686,1.0013105,-0.52669317,4.8828964,2.9356706,-27.275679,125.24801,-597.9293,93.21309
B,-321.08258,45.960808,57.60395,57.791557,-44.374126,6.482729,-17.519148,-16.349216,-22.090536,3.5448756,-13.990905,-0.034868352,-5.427343,-20.729599,93.72306,-453.10718,81.32175
C,-481.30936,37.751118,22.512884,21.972792,-1.2441298,5.031421,0.04470812,8.364859,0.5099085,11.535068,7.667781,4.6851845,0.6797266,-27.830618,137.81906,-659.1354,100.20053
B,-557.5572,50.275497,26.230148,24.12936,9.289333,7.027002,3.349541,-9.183801,-1.4079679,2.6664953,2.2143512,-3.2753558,0.0010576026,-34.326267,157.12958,-686.443,127.77394
J,-482.06476,44.16881,28.877771,29.49347,-3.5030792,5.648934,4.32066,-4.43124,-7.8690977,1.616072,-6.16929,-3.039357,-0.6249088,-30.275084,138.13805,-648.9269,149.9579
I,-317.9366,128.91742,-11.652729,14.714794,-46.14727,-6.6113462,5.045642,-10.177542,-7.321557,13.527092,-10.624289,-15.10048,-15.652343,-21.463017,97.330414,-440.7148,180.5717
A,-246.09628,27.997952,30.565775,21.57198,-56.83023,-6.29695,-8.847222,-2.4825068,-18.670387,16.927143,-13.488771,-9.031625,-12.827954,-21.346851,75.94674,-490.98074,68.26615
I,-468.9458,91.84033,-12.016487,18.12731,2.664082,9.247759,2.6443882,0.644,-3.5986574,11.672064,-0.4952232,5.971259,-4.452575,-26.669043,138.75725,-695.2026,143.659
H,-453.56424,25.235458,19.671955,8.183047,4.28241,7.5367346,1.1311617,6.3097615,0.9319411,-2.0106478,4.3318553,-4.4012523,-2.0522585,-29.570316,134.03056,-669.148,92.15019
A,-364.31723,112.452805,20.215906,65.51651,-46.025646,-17.433167,10.332901,-15.504244,-11.796627,15.135753,-14.410841,-14.595032,-7.100539,-20.579185,110.38952,-561.8552,134.23868
B,-312.97717,94.54994,14.212364,37.7105,-29.312357,-38.807865,-27.108797,-4.3969593,-36.281178,13.35215,6.3419127,-7.0862455,-2.060966,-22.45113,97.55551,-609.77515,129.15875
A,-221.92207,32.03797,28.426886,20.007862,-58.10949,13.598381,1.7027276,-12.192518,-9.981494,25.953613,-17.055958,0.39747715,-15.025716,-16.320177,69.008156,-445.87665,70.59781
D,-377.86914,69.36858,50.931824,54.937237,-40.131405,-18.79397,-16.60029,-0.98441535,-49.221943,2.124297,-4.9788337,-19.494509,-2.6834457,-27.184307,111.48409,-609.5378,163.16435
J,-365.33994,182.10959,-15.079186,-47.969387,-28.362335,-12.532756,-9.84471,-11.389999,-20.250807,-1.9830799,0.1939431,-10.720811,-16.307901,-27.498262,115.076515,-621.74255,230.08377
C,-230.5099,28.153965,13.377237,44.496567,-90.51504,-14.178759,-33.24314,-25.334284,-19.637741,-0.44227695,-6.237022,-13.288612,-1.4871211,-26.834318,73.431564,-438.24615,107.76169
F,-240.52864,32.252724,29.6734,33.406975,-46.660473,-6.3279934,-4.906829,-2.6297596,-18.197458,8.0704775,7.6215925,-7.198767,-11.707853,-17.471739,74.51598,-464.5049,91.59482
F,-214.483,34.114746,-14.850662,-3.8136907,-17.11298,2.1171103,-1.7620677,2.5661795,-3.188531,-10.958495,-9.348402,5.9911146,-5.5568905,-18.175812,65.343445,-429.0422,65.572235
J,-348.17947,170.7071,-18.104689,-45.41657,-42.51278,-9.678991,-9.784344,-6.0020847,-24.480572,-0.5638407,-6.0837884,-7.9200635,-13.682056,-27.823242,110.115654,-542.60504,228.30508
G,-237.27252,36.995827,9.547602,38.867355,-40.85123,-14.177752,-20.707012,-0.9550892,-8.7946205,-7.4942255,1.8537283,-6.468958,-3.8888202,-19.48813,75.54778,-445.8675,101.26988
C,-437.85324,35.678593,19.302319,33.708073,4.160033,-0.6867056,2.3496852,-6.601052,-12.934686,1.0013105,-0.52669317,4.8828964,2.9356706,-27.275679,125.24801,-597.9293,93.21309
F,-511.21664,55.563797,13.915721,7.3802867,6.287748,7.815015,-7.9358387,4.9221263,2.4781141,2.4229233,-6.0984845,6.33152,-0.71107507,-32.218834,145.50732,-703.6128,103.52292
B,-292.19208,78.07783,17.785946,40.521805,-55.04915,-4.452907,-30.141268,-26.607035,-17.581316,-15.059615,-0.10331755,-16.512762,-1.1608523,-24.805748,94.88712,-517.78076,116.01964
G,-458.4715,34.697098,27.749033,25.9309,-14.416041,6.398379,7.6944623,1.9542123,-3.9860537,-0.51073986,0.011894615,-5.9967384,-4.461981,-29.492855,132.28293,-622.5582,101.4234
H,-399.89352,25.939356,12.088025,20.87882,6.321748,7.691561,3.3405945,14.603643,-3.2014267,-4.855549,2.7663562,0.46361008,-3.1431425,-24.38461,118.48893,-666.957,95.1693
G,-223.5523,36.60235,4.612855,38.4579,-45.11846,-15.6613655,-29.478119,-10.307003,-3.1162667,-12.2978735,-0.73837435,-14.06467,-5.883567,-21.58038,72.64138,-413.4169,90.11076
D,-367.0588,83.72546,55.062027,52.12986,-32.884293,-12.086263,-14.016531,-19.883741,-40.194405,1.2991338,-13.39229,-18.471804,0.19581448,-25.044298,109.55046,-588.2913,168.18893
G,-214.26088,45.756977,3.4728703,38.358948,-42.490818,-9.778454,-25.22858,-11.297046,-9.147365,1.0698217,2.547986,-8.870556,-6.3867364,-18.17337,68.56689,-407.3348,106.655685
H,-212.1394,68.67648,-36.30842,13.37842,-58.63336,-17.475983,-18.606976,8.0435705,-16.129292,-13.626364,6.4926934,-13.392323,-15.061107,-23.444775,77.952255,-500.33173,127.76012
F,-253.34026,39.317093,9.60104,10.0543995,2.7872424,5.947443,-6.797885,13.294998,-17.731962,2.5993962,0.79658216,-11.584494,-3.110273,-16.012821,71.08632,-336.88913,62.19883
F,-309.66812,122.721306,-30.839764,-32.176437,-30.08303,1.5359612,-22.595041,3.1413932,-13.992954,6.083444,-25.354046,-14.552664,-10.895899,-27.436604,97.62216,-639.36115,173.55878
H,-255.24693,24.461323,27.099321,19.940502,-30.558985,-15.960376,-5.912869,8.215781,-4.3901234,2.7269514,11.751652,-2.134141,-11.1532345,-17.781624,76.89244,-475.4673,72.05482
H,-374.29242,44.86263,8.944501,26.664995,-1.828653,17.254265,-6.6755795,14.568994,2.522525,1.7423481,-10.865684,5.7392,-3.8365252,-21.169182,112.96396,-686.8802,106.97812
D,-302.0931,45.0078,56.16766,59.60497,-51.850384,7.815629,-12.467014,-23.457287,-27.196308,12.504378,-22.926407,6.0633,-0.045408588,-19.451706,90.00307,-441.3258,81.88904
I,-203.79625,58.43087,-12.023583,-1.5824863,-57.75751,24.343414,-15.19953,-18.808363,-7.898432,0.06216891,-10.4314,-6.443526,-13.11341,-20.324467,68.04912,-424.57956,114.72199
G,-214.26088,45.756977,3.4728703,38.358948,-42.490818,-9.778454,-25.22858,-11.297046,-9.147365,1.0698217,2.547986,-8.870556,-6.3867364,-18.17337,68.56689,-407.3348,106.655685
G,-420.76086,77.787994,63.247143,70.0198,-36.588272,-17.70311,-12.001984,-14.432788,-44.088634,1.793198,-11.543293,-21.064964,3.086235,-27.86535,123.119934,-606.69525,141.41422
F,-209.0517,17.803907,-16.855711,9.982291,-6.943255,3.115706,3.0350552,-0.09866643,-14.452882,-8.601451,-8.6668415,7.433255,-10.481449,-17.983212,67.90538,-484.8541,52.639816
E,-362.27246,64.9539,38.098743,61.609146,-45.361984,-31.316103,-13.292454,-10.969955,-54.854504,0.9616194,-3.3071926,-18.862574,3.1250935,-28.57606,106.69522,-603.00024,108.40106
B,-358.63788,104.09125,21.03015,71.59889,-40.769768,1.295052,5.3971534,-24.745499,-19.973259,10.112494,-12.354612,-20.612564,-6.7782598,-20.79591,108.6975,-592.3858,136.16025
C,-393.252,81.9882,25.549536,53.202003,-20.812454,-45.35658,-12.793663,-11.253669,-41.809868,11.460903,1.0705398,-7.583656,-2.8697736,-27.881575,113.73968,-619.1589,101.86536
J,-357.15573,27.133202,49.242065,35.231968,-13.278809,-10.6071615,-7.300902,-4.760001,10.542025,2.4137328,-6.0447383,6.3123918,-20.128923,-22.18468,101.382034,-505.08286,80.35415
G,-459.09555,38.134136,30.63472,19.306168,-2.438055,2.0454323,1.9832885,-7.727474,-4.763836,0.27805588,-5.759067,-3.34442,0.5070452,-30.018429,132.94632,-621.53925,122.55113
I,-256.4935,75.76779,0.49071795,-1.697523,-46.77651,14.512611,-16.97031,-22.375463,4.0264864,-7.344689,-2.790961,-13.461232,-10.236398,-21.796074,78.86311,-477.28342,121.67727
F,-211.95055,75.76027,-9.460125,5.759673,-47.064598,-11.127261,-18.327448,-10.378939,-13.552599,-16.075191,-8.382707,-14.469493,-6.9582076,-22.017475,76.72618,-503.13934,171.52994
C,-411.11652,31.017584,18.55191,18.13587,-24.298126,-3.9235003,-3.7026284,3.7756166,-3.4506264,-0.3660655,1.7962137,-1.9338884,-1.4699576,-28.998777,118.137314,-683.3356,113.99103
H,-335.39816,16.34598,31.429472,27.946022,-21.010891,-20.096601,-3.7936285,-3.9673607,-11.8801775,4.421377,-2.092095,-1.9644617,-3.8126545,-24.913322,95.636444,-479.45477,62.43093
A,-463.08267,45.38722,4.9914384,17.112465,-6.685393,3.5460227,-1.1860867,1.9841068,-1.1219974,0.87106633,-0.94520897,-1.1691773,-3.4356604,-31.05646,133.49455,-605.8148,94.70567
B,-292.19208,78.07783,17.785946,40.521805,-55.04915,-4.452907,-30.141268,-26.607035,-17.581316,-15.059615,-0.10331755,-16.512762,-1.1608523,-24.805748,94.88712,-517.78076,116.01964
G,-458.4715,34.697098,27.749033,25.9309,-14.416041,6.398379,7.6944623,1.9542123,-3.9860537,-0.51073986,0.011894615,-5.9967384,-4.461981,-29.492855,132.28293,-622.5582,101.4234
A,-296.75104,58.493793,44.011295,51.043938,-63.0595,10.486876,-14.057091,2.797406,-5.89521,20.255222,12.738325,-6.770257,-4.0903263,-14.67666,87.70695,-362.6559,90.19137
B,-286.23813,85.60684,-3.7183533,41.865524,-24.244215,-31.50331,-32.794983,4.390225,-35.942608,3.3573267,6.327614,-7.1050305,-0.037571408,-21.541285,84.91229,-443.26157,114.91344
A,-462.36865,57.82991,13.106222,19.770107,-22.363697,0.7723633,-3.8084493,4.9720817,-4.3912477,4.3975086,2.032596,0.8969878,-6.719632,-30.45184,132.49525,-627.1181,109.65643
C,-358.91898,59.76559,35.1585,68.02124,-35.18651,-24.328644,8.164288,-21.793184,-34.447826,6.5934,-7.499023,-17.86909,-9.993481,-25.564129,105.3404,-526.0181,109.62753
C,-308.52267,15.763498,57.703896,25.951824,-38.625263,-13.996263,0.78303856,-12.468754,-19.530226,12.403962,-3.8968072,5.693538,-4.9574194,-21.822897,90.215706,-508.76486,97.16101
B,-277.83392,47.079082,54.39172,48.838306,-41.095516,-5.1363444,-15.005504,-12.978885,-18.228706,-6.746554,-3.0653,-10.63934,-2.7322063,-18.704088,86.19551,-519.7311,87.81564
A,-462.36865,57.82991,13.106222,19.770107,-22.363697,0.7723633,-3.8084493,4.9720817,-4.3912477,4.3975086,2.032596,0.8969878,-6.719632,-30.45184,132.49525,-627.1181,109.65643
C,-445.94086,59.9956,28.268885,31.983715,-1.911638,-5.7785506,7.377065,-9.866717,-10.628383,3.9323401,-4.2217402,-2.7954643,-1.0195432,-26.969643,129.12679,-689.23175,109.629654
A,-538.49,64.43185,18.665504,25.848253,-1.9110003,1.6773015,2.3057613,0.09177399,-5.2353816,7.0266213,1.2042108,5.2567215,1.205889,-32.147884,153.16713,-691.72394,100.534004
I,-466.99237,44.345566,12.780231,-3.2654355,-26.987934,15.287773,-17.175003,-4.2200685,0.74170136,4.872597,0.03419144,-0.02509249,-5.047707,-34.280888,134.90169,-654.0755,111.26807
A,-329.8451,96.27827,13.34091,42.132885,-25.945662,-49.367672,-21.936708,-4.4177303,-41.867424,14.624974,1.843554,-7.561901,1.4675251,-23.942623,100.60883,-597.6309,126.38046
B,-422.02307,60.40104,20.674292,38.350353,-7.3091965,8.967355,-1.4963564,-7.9192758,-6.3164124,1.2930366,7.554756,0.71414495,4.65596,-23.265646,124.58124,-616.7218,130.35072
B,-315.87033,54.010815,52.286003,52.928654,-47.899113,4.8934817,-15.465023,-7.1846876,-19.2985,8.014993,-2.6198974,-2.8913724,-0.37827682,-18.42102,94.57977,-490.23608,93.02369
G,-458.4715,34.697098,27.749033,25.9309,-14.416041,6.398379,7.6944623,1.9542123,-3.9860537,-0.51073986,0.011894615,-5.9967384,-4.461981,-29.492855,132.28293,-622.5582,101.4234
H,-154.49179,55.302555,-31.13619,8.5628195,-44.355083,-20.08839,-17.32508,7.930304,-16.212492,-5.7215486,0.4711361,-7.3828588,-10.367866,-18.06265,75.306816,-506.00748,133.94005
J,-284.72934,55.234814,48.546574,46.016605,-48.14188,6.6616015,-17.46661,-15.7661495,-21.735891,11.2453785,-9.52291,-5.2384033,-2.3656342,-18.250908,88.82203,-500.32056,150.31561
G,-333.9843,64.6178,45.324154,58.10443,-46.616592,-30.007717,-20.427877,-13.715539,-57.068832,-5.778767,-8.430364,-18.004328,-0.585349,-28.197947,98.99864,-508.84317,107.23549
C,-437.85324,35.678593,19.302319,33.708073,4.160033,-0.6867056,2.3496852,-6.601052,-12.934686,1.0013105,-0.52669317,4.8828964,2.9356706,-27.275679,125.24801,-597.9293,93.21309
B,-322.55676,34.982964,58.691204,25.424015,-20.090387,-2.8661466,-11.950584,-9.097054,-10.779915,-15.385793,-18.060966,-9.907444,-14.9049425,-24.346296,93.60341,-460.7459,104.63785
B,-254.62288,23.791162,33.91531,29.088167,-7.5747466,-3.5094304,-8.183559,4.1024365,-1.2741451,-2.7949302,-5.1316,2.3647842,-2.613763,-14.803322,74.18873,-454.3167,52.72756
D,-440.478,74.53464,12.639166,30.829704,-0.68970865,5.610911,7.180795,-7.2021832,-5.5973134,2.5355766,-2.9405563,-3.3561666,-3.0842404,-25.385952,128.73837,-618.39343,140.52136
H,-374.29242,44.86263,8.944501,26.664995,-1.828653,17.254265,-6.6755795,14.568994,2.522525,1.7423481,-10.865684,5.7392,-3.8365252,-21.169182,112.96396,-686.8802,106.97812
F,-445.78827,41.647987,12.051368,-0.95788294,-3.9317904,6.088225,4.8700237,6.229051,3.999371,2.0607138,-1.288609,2.9585032,-0.09839338,-28.62767,128.95802,-680.3267,105.80953
G,-564.6633,64.16055,39.981148,23.26974,3.0910113,7.1846213,5.2278123,-3.7230356,-4.455872,-0.8872583,-1.414509,-1.2005205,0.3344533,-33.315014,159.35489,-725.6495,145.1692
J,-310.64288,25.897308,48.912315,42.261013,-41.24179,-21.980879,-8.083428,-1.0487233,-19.20949,-2.2211716,-5.1357226,-3.9738488,0.25096613,-22.785875,93.41509,-517.4251,107.117615
H,-455.33313,44.84391,24.90328,8.623568,0.64584655,2.9975462,0.8800276,9.077795,-1.5971595,6.0003624,-3.1678956,2.9893942,-7.741781,-28.2214,135.73468,-715.18634,118.95205
B,-286.23813,85.60684,-3.7183533,41.865524,-24.244215,-31.50331,-32.794983,4.390225,-35.942608,3.3573267,6.327614,-7.1050305,-0.037571408,-21.541285,84.91229,-443.26157,114.91344
F,-445.78827,41.647987,12.051368,-0.95788294,-3.9317904,6.088225,4.8700237,6.229051,3.999371,2.0607138,-1.288609,2.9585032,-0.09839338,-28.62767,128.95802,-680.3267,105.80953
G,-271.3142,18.157286,40.514095,50.58541,-35.083492,-7.281182,-19.306568,-1.4107525,-19.648335,0.4379223,-9.56627,-4.519923,-5.356252,-20.291712,85.199974,-471.99472,122.21648
D,-313.62692,88.44852,45.542355,49.585423,-44.41795,-19.610212,-17.335405,-7.058369,-60.344326,3.6361551,-13.225213,-23.230818,1.4158276,-23.863152,96.218544,-514.91284,117.269455
F,-445.78827,41.647987,12.051368,-0.95788294,-3.9317904,6.088225,4.8700237,6.229051,3.999371,2.0607138,-1.288609,2.9585032,-0.09839338,-28.62767,128.95802,-680.3267,105.80953
E,-415.01306,60.14544,6.2449865,33.532993,-9.058268,-5.628172,9.038751,-3.433847,-8.895011,9.161466,-1.3570845,-1.9924608,1.1286223,-25.08659,123.24685,-638.89886,109.77907
A,-385.70758,128.50609,20.133251,63.17213,-43.56227,-27.804768,7.007762,-17.103434,-8.501927,5.780022,-6.3422613,-17.231808,-8.415071,-22.313066,115.83568,-562.59406,167.09503
C,-437.85324,35.678593,19.302319,33.708073,4.160033,-0.6867056,2.3496852,-6.601052,-12.934686,1.0013105,-0.52669317,4.8828964,2.9356706,-27.275679,125.24801,-597.9293,93.21309
F,-239.7941,35.581394,32.26478,35.462326,-34.61066,-9.539178,-1.6997056,3.8652864,-23.769997,10.039852,6.980397,-6.7080684,-16.948652,-16.067411,70.58967,-350.4273,94.552284
F,-432.92694,52.339493,-22.947958,21.797873,13.274624,-7.6561856,-6.2649255,13.621426,-8.596264,3.8318255,3.6662319,-1.8698367,-0.2988967,-28.617651,129.49977,-702.79004,95.82123
G,-397.78647,22.22081,18.401628,39.380756,-37.70307,-4.7624445,-19.44337,3.1348279,-21.236523,-6.3158884,2.757361,-4.2224073,-1.6824934,-31.32748,118.27227,-617.5847,89.25597
