label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104
I,-175.15205681519168,1.6602694737222707,-21.26865670657054,-1.0085826973033962,-14.589957161755867,0.7151596365654755,-6.305320605191568,-1.120956002935777,-1.4307008334854137,-0.5217115272574218,-0.0759012397089455,-0.3664743655476684,-0.1760005393967893,34.53032933283448,8.46769704915638,10.22397471857288,3.8266143351180624,3.3252432834030308,4.84563443120037,2.881952004115246,3.243273117982417,2.487588970295742,2.618162769963148,1.5311019166329072,0.9730470066613585,1.1615354383125311,-278.6371167812459,-14.75707426310252,-40.45935259874459,-7.918644590577399,-20.906703340191783,-10.589231281923851,-11.593524500025536,-7.044481890374964,-5.50715179603535,-4.526515617212134,-3.708520531917863,-2.569772543986393,-2.74803074067317,-119.41698579328954,18.597321418994355,6.36370271735624,10.538491255652954,-7.159670126786332,9.315476757164465,0.647599995634812,3.886224019545843,3.4341159367107177,4.349182671149523,4.007361509670791,1.7328271975319405,2.060098056462741,11.969869367224634,11.969869367224634,11.969869367224634,11.969869367224634,11.969869367224634,0.9807638926772694,1.845233873243733,0.8085246422870678,1.124483461495675,1.1244834614956747,1.1244834614956747,1.1244834614956747,1.1244834614956747,2.3635518266762863,2.3635518266762863,2.3635518266762863,2.3635518266762863,2.363551826676286,0.5138342885078099,0.8531423991168939,0.3955403458275477,0.3201658207661264,0.32016582076612615,0.32016582076612615,0.32016582076612615,0.32016582076612615,-9.573945597631376,-9.573945597631376,-9.573945597631376,-9.573945597631376,-9.573945597631374,0.499863546816741,-0.7514923544885161,0.024288513142156333,-0.6567464919760886,-0.6567464919760885,-0.6567464919760885,-0.6567464919760885,-0.6567464919760885,2.317585547008924,2.317585547008924,2.317585547008924,2.317585547008924,2.3175855470089233,0.49341361126833505,0.506230313442198,0.2584619918760693,0.24344766433249493,0.24344766433249504,0.24344766433249504,0.24344766433249504,0.24344766433249504
D,-161.86032828582282,-4.175937911776374,-18.873248228164517,-10.431181109959587,-7.554673495214062,-3.0561561884094193,0.1094730943124628,1.2857031694017638,0.4761086725305438,2.374015370861351,0.18214965327691773,1.0875586878430512,1.1963247229203093,31.460997390437637,5.928656940986301,13.048300827818567,3.8068747384956034,3.366505223307841,1.8464935981415664,2.9594887157604983,2.6644553448097574,3.21758373321858,1.5613752296169672,1.4160839856128793,1.391620501912303,1.2668192218321956,-243.59585226565255,-12.84303963926229,-40.0734552626522,-17.12920144507712,-12.468857891562557,-6.218979425716597,-7.6749736646141296,-5.552417716698729,-5.227158092831621,-0.5539722677289469,-3.2716592391868895,-1.3725145274220991,-1.8648010231963195,-107.89561900783434,8.745689728679917,4.933658637096049,-2.193005909808717,0.9091535456487196,0.13648907579561093,5.248619644132678,5.2116575072600755,7.17952319793476,6.83926942969218,2.667306339029447,3.3994385853738596,3.8061452413102614,11.851185644057535,11.851185644057535,11.851185644057535,11.851185644057535,11.851185644057535,1.9224299830147562,2.250676744358817,1.3418734555573857,0.8111467136780569,0.8111467136780567,0.8111467136780567,0.8111467136780567,0.8111467136780567,2.0554888860541114,2.0554888860541114,2.0554888860541114,2.0554888860541114,2.0554888860541123,0.7718091018933741,1.0902626646896105,0.3165569608251187,0.34967633118618074,0.3496763311861805,0.3496763311861805,0.3496763311861805,0.3496763311861805,-8.676409929267173,-8.676409929267173,-8.676409929267173,-8.676409929267173,-8.676409929267177,0.17667001314484782,-1.0718921260869945,-0.7433786181749025,-0.5755071834285465,-0.5755071834285468,-0.5755071834285468,-0.5755071834285468,-0.5755071834285468,2.1887809046931053,2.1887809046931053,2.1887809046931053,2.1887809046931053,2.1887809046931057,0.4404185482404179,0.9342265226699599,0.48465394676418944,0.3942597286579752,0.3942597286579754,0.3942597286579754,0.3942597286579754,0.3942597286579754
H,-395.5552143854656,-79.72087988019886,-29.305931596546102,4.925044624187052,-19.294402032756825,11.464337028441728,-52.80187596683705,3.583224233238607,12.403000413170487,-27.22173237088023,-24.968550576279775,5.644083336583009,-4.674389190867138,33.92109496060108,16.123167899301944,8.114399461247963,6.628891273353217,13.245931996910057,11.785668023301811,8.164427151033776,4.058303727885614,4.006670791491945,4.707560787419008,5.753322516691444,3.9509120827818656,2.926237106932579,-485.71481705996246,-96.63806415715176,-45.43092206251304,-7.986321327738715,-40.443632760042966,-11.65430494761923,-64.11724108537956,-5.578507811467691,3.3787022485123575,-36.235201162385195,-31.625801232415746,-4.433108405014586,-10.627009845558437,-339.58303786157677,-37.387336025130466,-14.260572793458952,16.000631907107937,6.120007532827741,24.990113587412832,-33.0220281414456,11.72930280687823,19.69053042381294,-18.868322810823198,-9.404699609533571,12.202460210714175,2.066821524395518,30.688209586642156,30.688209586642156,30.688209586642156,30.688209586642156,30.688209586642156,4.982204522507457,-0.3929519134580834,-0.4385592199936903,1.0980164078163055,1.0980164078163044,1.0980164078163044,1.0980164078163044,1.0980164078163044,1.677018046685229,1.677018046685229,1.677018046685229,1.677018046685229,1.6770180466852298,1.0505054615687257,0.5250991265400223,0.30714526659061503,0.32565446562654554,0.3256544656265458,0.3256544656265458,0.3256544656265458,0.3256544656265458,-22.720983912739104,-22.720983912739104,-22.720983912739104,-22.720983912739104,-22.720983912739108,-4.728203088201274,-1.7757621736387676,1.5741785219163917,0.486127339210248,0.48612733921024986,0.48612733921024986,0.48612733921024986,0.48612733921024986,2.083194525282892,2.083194525282892,2.083194525282892,2.083194525282892,2.0831945252828916,0.998023952471851,0.6995339597202591,0.3216689651075178,0.6855058612351247,0.6855058612351245,0.6855058612351245,0.6855058612351245,0.6855058612351245
H,-302.5856954831847,-11.262292605670863,-59.90068022848681,-26.42210475793796,-0.9565698682667756,-34.93637005199629,-40.82875696086949,-30.783262136018394,-24.20376384070478,1.69279228454837,9.059857863116644,4.345471573897833,-4.152581697993018,34.47341685469236,6.509385846647177,20.511418029239405,3.9898654724962173,13.739635894350547,7.01016224817851,5.449539506485138,3.8518962589393104,4.167559197455337,3.248313955576525,3.484831212337263,3.710207433436474,4.12676859453188,-396.79255036834854,-27.34065117324866,-91.22540066869814,-32.82521807951034,-28.68689617757333,-43.02198564702144,-47.65491787847619,-34.98380572785006,-29.243834228950092,-5.833953071174468,0.4675923716057405,-4.668019901287314,-10.317965112933491,-270.29923212299946,-1.3669995217171698,-24.036383595711378,-15.987359907208383,19.145410767928713,-13.873272834949674,-24.157380858549583,-18.850252046442773,-14.06720129365892,7.8177411968746995,14.585600221489702,9.476987390992491,2.301351000102028,18.076573320334226,18.076573320334226,18.076573320334226,18.076573320334226,18.07657332033423,1.8386097812576574,5.297426057749579,4.050048438579127,3.9552460271219423,3.955246027121937,3.955246027121937,3.955246027121937,3.955246027121937,2.174464534527085,2.174464534527085,2.174464534527085,2.174464534527085,2.174464534527084,1.0050849954553547,1.2015149381990824,1.1380151729780394,1.4706218837535472,1.4706218837535467,1.4706218837535467,1.4706218837535467,1.4706218837535467,-16.39905363119407,-16.39905363119407,-16.39905363119407,-16.39905363119407,-16.39905363119407,2.1862419368206107,1.1654617803924687,3.0860259854925087,1.8951773243920882,1.8951773243920889,1.8951773243920889,1.8951773243920889,1.8951773243920889,2.1947109886273033,2.1947109886273033,2.1947109886273033,2.1947109886273033,2.194710988627302,1.2699577200581198,1.337153473418516,0.6149426786463155,0.8372497922537706,0.8372497922537704,0.8372497922537704,0.8372497922537704,0.8372497922537704
J,-197.4498289256066,-4.2915146284764925,-35.369185946033035,-4.455565904272066,-6.838331037232842,5.713128182465616,3.190707146845259,4.041358424615295,2.898045904592873,-0.6884335313599818,-2.1751722557511135,-4.226831445125672,-1.3711969074687287,35.310417527249804,6.188090541219211,9.673201353678799,5.570186173717909,4.369699032779037,3.848875882148108,3.3403819699066357,4.903489471071411,2.5128226070019997,2.0172104668173088,2.482402345006154,3.5797428467766803,2.01229071659751,-304.7753962115338,-19.694304453758377,-54.27165248875146,-14.845843441074065,-17.65574100835422,-2.141413007986167,-8.7445111469062,-7.884948099742999,-3.8012563435686215,-6.753254910829013,-5.179910258722586,-8.503660644661544,-4.221380139892091,-160.299500470918,3.513111190629234,-18.074682906873207,8.823992507904844,1.3710038452715343,13.26365138207566,6.63290117388681,15.214601667093104,6.3168507720446705,3.138828998663648,3.993295170627791,5.1168308357290755,4.235284659975898,15.227976645876128,15.227976645876128,15.227976645876128,15.227976645876128,15.227976645876131,2.603948446369944,2.697973933427752,0.030143825185452854,-0.3902148854147576,-0.3902148854147566,-0.3902148854147566,-0.3902148854147566,-0.3902148854147566,2.113883448545998,2.113883448545998,2.113883448545998,2.113883448545998,2.113883448545998,0.7693123669730777,0.6413260400473821,0.39069292637847297,0.6241456586005083,0.6241456586005079,0.6241456586005079,0.6241456586005079,0.6241456586005079,-10.987846592221956,-10.987846592221956,-10.987846592221956,-10.987846592221956,-10.987846592221954,-0.8997312260627092,-2.7821821642760636,-1.1487774381160685,-0.7414450772645351,-0.741445077264535,-0.741445077264535,-0.741445077264535,-0.741445077264535,2.245964042308823,2.245964042308823,2.245964042308823,2.245964042308823,2.245964042308822,0.5679781507236943,0.7670477726648071,0.9118190778215376,0.49538836794881946,0.4953883679488196,0.4953883679488196,0.4953883679488196,0.4953883679488196
G,-187.4485549500236,-0.0542503255607362,-20.741851034611617,-4.121089805096385,-15.549520425566401,1.9407352155283688,-9.299066539440526,2.373417959976564,-2.6454447875447817,1.5910059303407496,-0.026626805285963746,2.6481422296615182,2.1203655601109337,39.096794605492775,5.5220004642441145,10.735496713501098,4.737072808289968,4.9843407908431585,3.99216332817566,2.8909543477563937,2.987588099020929,3.3519286278635683,2.111278582744317,1.7475662703955446,1.8222905266102747,1.9974893093188846,-294.30561585356344,-8.999183335793361,-44.188758102171285,-13.231797233916982,-27.05647104068101,-6.721296534092193,-14.642859397682516,-4.436938122619756,-8.417105389290858,-2.2520650282766095,-4.395757109525135,-0.8682803257497842,-2.196185744293768,-125.07803848528803,12.770876404361692,3.9381880588382763,5.505457438002029,-7.357382332079612,8.862950021094822,-4.75658636402714,6.537240181726059,5.835205735480951,5.5609138517349574,3.842145760167587,6.9132306858058925,5.48459757519068,12.924047325291573,12.924047325291573,12.924047325291573,12.924047325291573,12.924047325291573,1.3351618863513044,2.1039669690684253,1.3266628696898906,1.5094038737297022,1.5094038737297015,1.5094038737297015,1.5094038737297015,1.5094038737297015,2.776941588561779,2.776941588561779,2.776941588561779,2.776941588561779,2.7769415885617788,1.2576806407952816,1.1980625822604527,0.523279904963325,0.5631567817802265,0.5631567817802262,0.5631567817802262,0.5631567817802262,0.5631567817802262,-10.212151606243726,-10.212151606243726,-10.212151606243726,-10.212151606243726,-10.212151606243728,0.5993738853555289,-0.7381548011478476,-0.049656187307092765,-0.6142315102664733,-0.6142315102664729,-0.6142315102664729,-0.6142315102664729,-0.6142315102664729,2.6066526702409187,2.6066526702409187,2.6066526702409187,2.6066526702409187,2.6066526702409196,0.6061331785510596,0.8691243721733947,0.7251552373420066,0.5806328034778315,0.5806328034778317,0.5806328034778317,0.5806328034778317,0.5806328034778317
C,-181.73509100491037,6.589100869840828,-19.198176987311907,1.1695506735935775,-13.07926072420819,2.4639048240855255,-5.431634973841688,-1.764918574767172,-2.61598934905821,-1.0928671020680818,1.2989325414161574,0.5454102888094028,0.7817439812988572,36.97567973163532,12.09290727530021,10.499002483776374,4.214213403715812,5.825500655625376,6.096616612272981,4.627611037521794,2.494117318290634,3.188762553485775,2.979307620305762,2.9957707308286743,1.7939332344162688,1.661692758436069,-287.35336586784234,-20.55412358117026,-42.21979344691415,-7.908355562643424,-22.13701374385782,-6.884843452999535,-12.53174529272302,-7.220957092568584,-9.539118924046921,-8.37786717266379,-4.6153366777689016,-2.0110131960344155,-1.642718192908451,-133.2146540577528,21.267798884231375,0.28751763044390444,9.720499204048952,-3.351999692810061,15.550470712495128,3.587382811169268,3.045196647661819,3.8330694037558297,3.9399518418119124,6.547989414060203,4.891811155353208,5.393517174401332,12.004029774450288,12.004029774450288,12.004029774450288,12.004029774450288,12.004029774450284,0.3466229713461744,1.5316484023229093,0.6056686671702104,1.0636953619902434,1.0636953619902434,1.0636953619902434,1.0636953619902434,1.0636953619902434,2.593763157589692,2.593763157589692,2.593763157589692,2.593763157589692,2.593763157589692,0.9644952001672844,0.4571897817716129,0.7154746342634357,0.7303555707369458,0.7303555707369455,0.7303555707369455,0.7303555707369455,0.7303555707369455,-10.24070564314449,-10.24070564314449,-10.24070564314449,-10.24070564314449,-10.240705643144492,0.5873711141505891,-0.6024461594369036,0.2742344001650245,-0.4097435066329633,-0.40974350663296294,-0.40974350663296294,-0.40974350663296294,-0.40974350663296294,2.411831123968161,2.411831123968161,2.411831123968161,2.411831123968161,2.4118311239681627,1.6010201945778226,1.0592580331095036,0.24312687662584487,0.5905932214470266,0.5905932214470271,0.5905932214470271,0.5905932214470271,0.5905932214470271
D,-207.5709405285913,-6.623855341659661,-20.426248127483582,-2.0998338477403538,-9.993403395371773,8.854462544167395,1.0093281548029434,6.1141011874907765,1.6339383386443864,-1.654357268958967,-3.230613267629651,-3.7590262265224967,-1.6437581066934586,42.23987433903455,3.1968345601264674,12.303844594316661,4.4318813409776725,3.2475540440880364,4.828558587476394,2.800012503835557,3.638811153110309,1.8050578416258527,2.0880854601824175,1.498287256456409,2.101737370552442,1.1010199365004272,-307.48222913663295,-12.425770024172877,-36.97747230204742,-10.259302159977265,-14.974946578789487,-1.829725094562142,-5.98155048956453,-2.966844842689672,-2.089849967597886,-6.511014729814459,-6.542153460466472,-8.070875303916452,-4.248384886002384,-129.1506308972704,-1.5416310512757456,3.4264331369876295,9.50633547189824,-3.473568125875572,16.163134480281308,5.354997297909455,10.936676938013456,5.943916351928953,1.8406368971868856,1.3768350636144884,-0.0010180791670881748,0.14696227210151647,15.480980566881254,15.480980566881254,15.480980566881254,15.480980566881254,15.480980566881254,1.8914858884970618,1.51055485478526,-0.11235714290522487,-0.3448371076445226,-0.3448371076445213,-0.3448371076445213,-0.3448371076445213,-0.3448371076445213,2.7004724229571844,2.7004724229571844,2.7004724229571844,2.7004724229571844,2.7004724229571844,0.9349852963783544,0.9041122809423346,0.321427210601408,0.35351953573621675,0.35351953573621614,0.35351953573621614,0.35351953573621614,0.35351953573621614,-11.968462338848642,-11.968462338848642,-11.968462338848642,-11.968462338848642,-11.968462338848646,-0.9086801561274395,-1.9403633830313731,-1.0420662230745827,-0.8244515158433485,-0.8244515158433483,-0.8244515158433483,-0.8244515158433483,-0.8244515158433483,2.6436135079101075,2.6436135079101075,2.6436135079101075,2.6436135079101075,2.643613507910107,0.6114945581186398,1.1256548076607498,0.6311444534983707,0.2820083109435559,0.28200831094355594,0.28200831094355594,0.28200831094355594,0.28200831094355594
J,-174.10772107687848,-1.2160570824540382,-22.26708495465305,2.575424898020791,-11.289929852442542,-2.0210556880058466,-5.0207227006983635,-0.8265570200443,-1.705948736541027,0.6740119751377894,1.5918417302580328,0.700852341114634,1.934428200507127,35.34130883193707,7.793912902493528,12.972174210402539,3.6533435227766753,4.3091851459141965,4.3309492484043535,5.847528565321004,4.412843037617789,2.505476790240546,2.1990849340261818,3.133365002508868,2.165973317491724,1.8601715288367855,-282.6668820267652,-14.768437024261697,-50.13975546268274,-3.33341224014519,-18.195573171626272,-12.239996369035715,-13.533274103949086,-7.522242237465004,-5.773843683855635,-3.3352932840466405,-5.455187158542975,-3.671494091009124,-2.539705547211212,-138.78170193497556,11.076402184472727,8.644987635491134,11.217659862993475,-3.9813644769455543,6.414784606672459,8.643909584373361,7.3437057167667295,3.9794615458585634,5.242502722570631,7.1166821194353895,3.7131776458088046,4.0781831567221,12.011197224507699,12.011197224507699,12.011197224507699,12.011197224507699,12.011197224507697,1.145148803338623,1.8348988145126648,0.6641988968486954,1.2631475692709169,1.2631475692709164,1.2631475692709164,1.2631475692709164,1.2631475692709164,2.4891798344905123,2.4891798344905123,2.4891798344905123,2.4891798344905123,2.4891798344905114,1.3072951509278257,0.8024103556927391,0.4524732247543736,0.8392964637895409,0.8392964637895401,0.8392964637895401,0.8392964637895401,0.8392964637895401,-9.745463791713906,-9.745463791713906,-9.745463791713906,-9.745463791713906,-9.74546379171391,0.2613046867889326,-0.6566447043468878,0.35824686228874547,-0.4481648948586066,-0.44816489485860644,-0.44816489485860644,-0.44816489485860644,-0.44816489485860644,2.2922756173048895,2.2922756173048895,2.2922756173048895,2.2922756173048895,2.2922756173048886,1.0256292589180487,1.4133971810839052,0.73846866713686,0.4082411947873845,0.4082411947873847,0.4082411947873847,0.4082411947873847,0.4082411947873847
A,-176.5246128687396,-2.792794238792525,-31.148074750390442,-0.05132135414202955,-15.927368597110311,-5.97302911634785,-2.0052945438274468,-4.670716053785001,3.8433895673599734,-0.8815898901924195,4.779411022606484,1.1503918722234872,2.9137924041736634,34.169716700753334,2.183599222035952,9.377765284667886,2.2260924509324242,4.06642244815563,2.32202677006133,1.7461907089588276,1.5186994074750366,1.3183060830670754,1.3176397997491933,1.9933415473427794,1.5443846358406494,1.7296618959195293,-277.04422598883207,-6.877749769800574,-51.51776708821526,-4.394853371063124,-22.974962531616956,-10.914262642714508,-5.649867962221787,-7.3959709444788455,-0.24900242723466598,-2.8823170323522933,1.5551047343845217,-2.9482793974479877,-1.183437985800784,-131.79499422267196,2.544963473558302,-10.09481461882288,3.9437244102282687,-7.917470002842391,-1.9739744442797043,0.6930872124118286,-0.9041692001255458,5.745079103990446,2.4797183890847947,8.864698952653118,3.978565151877624,5.886137836250955,12.803368282505685,12.803368282505685,12.803368282505685,12.803368282505685,12.803368282505685,1.9550415833608104,3.0343827812556676,1.3826459054685125,1.9015574044551729,1.9015574044551722,1.9015574044551722,1.9015574044551722,1.9015574044551722,2.144539426753427,2.144539426753427,2.144539426753427,2.144539426753427,2.1445394267534255,0.5954471005144505,0.8363648243339529,0.36728604403880577,0.4560348113621184,0.4560348113621183,0.4560348113621183,0.4560348113621183,0.4560348113621183,-9.093356147602583,-9.093356147602583,-9.093356147602583,-9.093356147602583,-9.093356147602584,0.36380217119810226,-0.9245272122975798,0.15095655673749617,-0.8718833684868227,-0.8718833684868226,-0.8718833684868226,-0.8718833684868226,-0.8718833684868226,2.350307105577135,2.350307105577135,2.350307105577135,2.350307105577135,2.350307105577135,0.21241745880660204,0.47805947087713313,0.20417911719133072,0.282331863501971,0.28233186350197104,0.28233186350197104,0.28233186350197104,0.28233186350197104
F,-96.44050853673357,-5.724237511300681,-3.0838625444205254,-3.5781937149071443,-2.807374487410707,-2.421617083924235,0.26023813402766494,-0.27703925027501586,-0.6930550112998544,0.011744047982504505,1.3697401932790758,0.798441061107448,0.30525118937125284,23.493377913772175,5.264645959090649,2.66707711108066,4.1090235121887115,2.2385220236264995,1.282913633673248,1.1577383849209013,2.0092411422226295,0.8524766819331978,0.6704385164779129,0.9860101650028265,0.6289959112749074,1.1993523727532793,-164.4755417534172,-14.367957897993268,-10.897058579061856,-9.876266908383942,-7.08615909023132,-4.223011406341989,-2.424127836863382,-4.718423960034444,-1.8821300628076219,-0.9064069480576203,-0.7195387752896507,-0.8842391850958056,-1.855469938568739,-67.4791899999063,3.3019584533849216,0.32051643649797434,3.870928465544434,1.8701615743381899,2.3534801192151584,2.150612797098577,2.990389924079489,1.4259956670343743,1.6743470207394333,3.8830088498140474,1.968940927992652,2.8393831739928146,6.786269781211524,6.786269781211524,6.786269781211524,6.786269781211524,6.786269781211524,0.66310450645329,0.5826240170889714,0.5658552044102281,0.41030774264972075,0.4103077426497204,0.4103077426497204,0.4103077426497204,0.4103077426497204,1.4968726394194838,1.4968726394194838,1.4968726394194838,1.4968726394194838,1.4968726394194833,0.16886090365205123,0.38511286893979674,0.33655995599748056,0.2274583935534903,0.22745839355349012,0.22745839355349012,0.22745839355349012,0.22745839355349012,-5.5866135239490795,-5.5866135239490795,-5.5866135239490795,-5.5866135239490795,-5.586613523949082,-0.13812276289068812,-0.009274334437044604,-0.12060358908799032,-0.16469781917382326,-0.1646978191738233,-0.1646978191738233,-0.1646978191738233,-0.1646978191738233,1.4111300966973856,1.4111300966973856,1.4111300966973856,1.4111300966973856,1.4111300966973859,0.44286479805584744,0.17763061087277324,0.20937345948325614,0.18061318056582687,0.18061318056582698,0.18061318056582698,0.18061318056582698,0.18061318056582698
I,-385.73291661102644,-41.994886739705265,-41.4783944915032,9.065826425991434,-4.166571667148381,-36.11495934807234,-16.8461344167644,-2.9267122579923313,-12.267879638984065,-20.26695313219064,-14.660404004534303,-6.3112427723439355,-9.57147365076118,30.667215832170992,9.310777543164349,10.825045459446342,7.589814990066634,5.4055525640252435,7.310410911375544,5.382152756893435,5.418469301708854,4.384306837102375,4.5671437719520585,2.5795024814435807,3.6095057780523634,1.5835262144357134,-480.70663332764474,-53.45987573266865,-55.45507408738449,-7.82380890976817,-13.582810648513954,-47.2556582812319,-32.13030229178036,-12.67904300183765,-19.75286009418432,-28.851916384815787,-20.473708210558,-12.483484347845916,-12.213703081579059,-347.5206738030736,-12.73201984362209,-16.299222774006694,22.975063751168395,7.566008168945757,-15.108720143499593,-8.385935014451174,11.06196524808465,-3.950781371522014,-11.800647842529258,-9.526347423880216,0.6463595945904694,-5.796945006815844,26.919140095145373,26.919140095145373,26.919140095145373,26.919140095145373,26.919140095145373,2.2979773145005398,0.604320906995633,-0.9452584432659255,0.9137126957165993,0.913712695716597,0.913712695716597,0.913712695716597,0.913712695716597,1.7371972182254487,1.7371972182254487,1.7371972182254487,1.7371972182254487,1.737197218225446,0.6681959827986753,0.37891366530344467,0.4312738006524903,0.27855672165196727,0.27855672165196704,0.27855672165196704,0.27855672165196704,0.27855672165196704,-22.61625663138461,-22.61625663138461,-22.61625663138461,-22.61625663138461,-22.61625663138461,-2.3574743685768937,-1.121618027586575,2.05598981937235,0.4546613161012982,0.45466131610129873,0.45466131610129873,0.45466131610129873,0.45466131610129873,1.893034620405583,1.893034620405583,1.893034620405583,1.893034620405583,1.8930346204055823,0.7205178145903747,0.5637249654912204,0.6853947513439924,0.3192395456581343,0.31923954565813434,0.31923954565813434,0.31923954565813434,0.31923954565813434
D,-328.06764706133396,-42.39707786235007,-53.30489727267081,-6.2041845014726,-3.5296599806492566,-26.183020019052158,-17.71723602246735,-17.074485411510533,-8.968338178434541,-9.378996989122163,-11.994940045006599,-8.427635529802831,-9.705892697941525,33.13091947511319,10.148415446019376,15.393719313983272,11.408151236930815,3.959463770843227,7.299180625010188,2.8955069756097838,4.384119410220682,2.3599564581543957,2.5986557036213784,2.4238962468934155,3.3426533249192416,1.6367290233653533,-436.1806950890913,-56.0100997284913,-87.56547954560932,-28.437383280974355,-10.94176896426335,-38.04940338677953,-22.169948496816062,-29.99465666002802,-12.8916316662588,-13.797507896266238,-16.486576849040752,-14.067273954942134,-14.524705616997739,-288.09522379194874,-13.523228038835537,-21.07610088550695,14.438692589264992,4.702358145209132,-13.123311252534151,-10.688002875497062,-10.316424625994578,-2.782518921595254,-2.278798272802369,-8.743199427033327,-2.4146359514348097,-6.737839375444262,23.392691664449064,23.392691664449064,23.392691664449064,23.392691664449064,23.392691664449064,3.819230381895444,2.5657761609946546,0.13445499329166452,0.7950217162648137,0.7950217162648111,0.7950217162648111,0.7950217162648111,0.7950217162648111,1.7326596694150995,1.7326596694150995,1.7326596694150995,1.7326596694150995,1.732659669415099,1.1364517520973412,0.7969073098356696,0.6450883826842213,0.3342700057517073,0.3342700057517069,0.3342700057517069,0.3342700057517069,0.3342700057517069,-18.753151053695948,-18.753151053695948,-18.753151053695948,-18.753151053695948,-18.75315105369595,-1.7631076888767747,-1.6185528512717486,1.2148862438433645,0.5495742620708038,0.5495742620708042,0.5495742620708042,0.5495742620708042,0.5495742620708042,2.1567097190135067,2.1567097190135067,2.1567097190135067,2.1567097190135067,2.1567097190135063,0.8373567455179753,0.7481074067105575,0.9724433531094095,0.269711638875104,0.26971163887510424,0.26971163887510424,0.26971163887510424,0.26971163887510424
G,-285.0306765017239,-59.025100623977806,-58.252382675372324,-1.3875911577231028,-7.483477553343556,-9.734557842211435,-19.97079115857719,-18.84658934198412,-16.48189971345097,-4.427869604601885,-5.433356398750011,-4.483711105283106,-9.126757121119086,33.607732143122604,16.677945235107817,16.56199616255424,13.011880390505022,4.633877960020279,5.24425674014695,6.279028417951537,4.005374378176027,3.1149782492868074,3.474651270244382,5.367279237186039,3.3064933015721336,1.6705318827117075,-379.56978920792784,-81.28802293348485,-82.39259268560323,-24.613558773681742,-16.88676354946057,-17.87560495201778,-33.386658640340826,-28.665724784781638,-20.421391200940462,-12.111978206307471,-13.272164708275465,-12.204096202271925,-12.579404723959172,-245.97071642247747,-20.94756499818866,-23.543366416834072,19.1798548161197,4.363427942630334,3.9512740585209536,-9.492008002625418,-11.214945526800395,-9.311497303503845,0.6915731047446336,8.156436749578852,0.7898396542599839,-5.4651606106405275,21.049114289136245,21.049114289136245,21.049114289136245,21.049114289136245,21.04911428913625,4.938251049825202,2.917439899097756,0.1311358598980991,0.8778835199453248,0.8778835199453232,0.8778835199453232,0.8778835199453232,0.8778835199453232,1.6295342634600352,1.6295342634600352,1.6295342634600352,1.6295342634600352,1.6295342634600336,1.48086478784767,0.7416135585835264,0.6389964794069137,0.27264173751574206,0.272641737515742,0.272641737515742,0.272641737515742,0.272641737515742,-17.365633093180254,-17.365633093180254,-17.365633093180254,-17.365633093180254,-17.365633093180257,-3.1959653120724143,-1.6166462683430216,1.8508931822723786,0.7877110893986653,0.787711089398666,0.787711089398666,0.787711089398666,0.787711089398666,1.7686741123943206,1.7686741123943206,1.7686741123943206,1.7686741123943206,1.7686741123943202,1.519315609270534,0.7407581331867039,0.9193142487993273,0.47003686300347586,0.4700368630034759,0.4700368630034759,0.4700368630034759,0.4700368630034759
