label,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_overall_mean,mfcc_overall_std,mfcc_overall_min,mfcc_overall_max
A,-416.37993841398696,-44.81011361940594,-52.57494104133217,0.2678480179998203,6.718833382910331,-34.16646820055136,-25.556005351754685,5.103740156122194,-8.720934166281804,-21.33458581459586,-13.491289973292218,-5.318059857610958,-6.421212800117443,-47.43716366783824,108.46983427548308,-501.18523669505913,19.152879142996774
A,-168.7530585984516,2.452767834926479,-19.307550438083315,2.5644328082524144,-15.356011634930486,1.467400372703263,-2.6304917937585475,0.4010004381613822,-0.2237701038320508,0.20953335664403644,2.15893217417845,0.6366910360781782,0.7627530723225958,-15.047490113522247,46.19543754052151,-288.82195212948903,11.041418193277373
A,-243.59039148531383,8.734920743955714,-22.30433651978847,-5.691527172584447,-13.723592137713041,-4.0691514984819985,-4.7396416565048405,2.1023312402025045,0.6066436686363695,3.325984964997286,3.1235373349472773,1.9174728037628481,2.023638140957365,-20.94493165945594,66.62313702264564,-330.3864935375871,25.70235729024209
A,-197.68437015393633,-13.900158654972087,-36.56027073488411,-24.731456631912916,-44.15578523794671,-17.265977278128837,-24.297533054061383,-18.499187100297497,-16.06000321328023,-11.722987537634337,-10.280487927774121,-8.213741412946298,-5.762979854531401,-33.01037990710048,49.92786122154235,-306.1563700496344,-2.135746156049408
A,-272.58371631967316,-14.593331502469612,-65.07270345632377,-20.059920369959592,-38.08494255076565,-16.695006918984554,-17.630102609800407,-1.2823379337340828,3.7425731978628187,13.540696403441585,15.648364075071441,15.828361357906212,10.552728656797106,-29.745333690048593,76.23090857459678,-380.1492054751415,20.014934488416145
A,-331.7225786871753,-14.153089823939668,-45.23379440308118,-58.67371813774138,-30.475355421127123,-4.85948366209116,1.8476083605211118,-2.041445472302295,-7.30020170358254,-6.353623361707419,-12.360811782379187,-12.462392652311953,-14.45285615638955,-41.40321099256212,86.00260286364866,-418.3375637830702,9.763651885106773
A,-160.44883528236298,-3.1118043479296773,-27.30142862705114,-5.095508389377727,-7.104952516573707,-0.8967664666407361,3.798578649981457,2.6275801559386647,3.4599524677706177,2.8119119329380804,1.1855559999280059,-0.1388701324175828,-1.3785767237810354,-14.737935636890594,43.7440383524822,-252.81836818470305,8.228227851461101
A,-170.49301313704188,-4.289696799895568,-22.32874870007818,-3.6241539974621935,-17.556352696615917,0.3072585304658973,-7.754694117215579,0.6085284727105151,-1.4301310091516695,1.1252878968000917,0.43004613332693,1.9232293216341956,1.3418374007791418,-17.056969438595708,46.170291478991466,-265.9484046471667,9.156936588217722
A,-192.65356014207575,-3.484899338146555,-29.16232086338741,-3.7387281229939786,-10.24765943148009,-0.59266988607989,3.36062223262328,2.3387119988857106,4.592262438452842,1.5728377252747079,1.035036177287206,-0.4783746867753582,-1.4526863706611937,-17.608571405313572,52.77038189371204,-292.16727763486205,7.77259141934579
A,-139.97709310149492,-0.08756752345183018,-4.945362781204778,-2.4635971382504183,-5.153714378828808,-0.7900916430959877,-1.405865539333972,-0.24875297520846137,-1.0281241076795338,-0.7893081951756489,-1.4339757262487534,-1.5201551406316787,-2.254587412287761,-12.469091974068657,37.94917838119582,-225.2919691979362,8.093424565066606
A,-260.62646006117996,-42.70925609688261,-51.54211509728297,-7.427370541493241,-8.259645903061344,-22.202954723425343,-22.02827954748919,-18.255907801068282,-12.108414271914427,-8.986991261065684,-12.471733434668778,-12.945241718175014,-8.436617896306574,-37.53853756569333,66.53411460312158,-356.9399222654383,4.400017525365259
A,-369.6347313427234,-47.6726926077101,-65.89366522690638,1.2562107870174397,15.802034657607182,-29.20528657748193,-28.222138924623593,-12.069220966306895,2.1241670091657565,-4.6167471499459936,-12.226095757888343,-15.496996358674986,-2.1779380882222346,-43.69485388820719,96.9674911805288,-452.67817378604167,30.939690777589888
A,-416.37993841398696,-44.81011361940594,-52.57494104133217,0.2678480179998203,6.718833382910331,-34.16646820055136,-25.556005351754685,5.103740156122194,-8.720934166281804,-21.33458581459586,-13.491289973292218,-5.318059857610958,-6.421212800117443,-47.43716366783824,108.46983427548308,-501.18523669505913,19.152879142996774
A,-416.37993841398696,-44.81011361940594,-52.57494104133217,0.2678480179998203,6.718833382910331,-34.16646820055136,-25.556005351754685,5.103740156122194,-8.720934166281804,-21.33458581459586,-13.491289973292218,-5.318059857610958,-6.421212800117443,-47.43716366783824,108.46983427548308,-501.18523669505913,19.152879142996774
A,-168.51284883185855,-7.409536299919135,-22.219370704930757,-4.988620777056654,-11.260378961723275,1.0733495433710283,-1.3469846782784243,2.358280620487184,1.6611115439717161,2.7966702204817957,1.022403271876448,1.398632138217298,0.15574742571478492,-15.790118883818968,45.79420906968613,-260.03278776090343,5.867093655100456
A,-189.24471852195546,-1.9619346880947626,-30.734104289704664,-0.7220033949077449,-12.6163880856182,-1.8341181179561465,3.842489494579154,0.0821691953638106,6.109448770898197,2.237378863202806,1.356338338504303,-0.47974398530404305,-2.4363919374048724,-17.415506027569048,52.0082997524954,-277.62060554145955,9.078862127164657
A,-149.25848703628503,0.5726129457021085,-20.74535853487587,-3.2721963685384234,-7.513583015586122,-3.932642631468105,-1.584360626129184,-1.1302481804955393,0.48024739307717434,0.9280794430533709,0.09935435203319394,1.3892221466937629,0.7476167244066556,-14.093826414493236,40.44334492145203,-238.2489687263888,7.962963985026764
A,-256.2207530345596,-11.835814149554178,-57.94586624805592,-7.71157424636434,-20.00659656105336,0.12072210031493626,-5.077172733366579,3.457880768018827,2.04174702566173,5.996341719047892,4.853668436948963,6.5134411916976855,5.28678728340734,-25.425168342142822,71.35928677915932,-362.10731116462966,11.108245796893453
A,-104.55803082082595,5.658475123054826,-9.565918092758988,0.06718951496241425,1.9699884301148494,-0.16594954023158787,-0.17694663217346668,0.566701608453067,-0.831361218682767,-0.4614737271553429,-0.4309761164673285,-1.1448930812888218,-0.16114353058227002,-8.402641391044721,28.825548221292706,-171.05060719885032,12.7290140917178
A,-166.03511174805058,-0.6367738732881703,-27.87395284436606,1.9908426897717615,-16.754035099638592,-0.4882542955388237,-3.1836270148039887,0.23667002524998226,-0.365968822117778,0.3571904486675379,1.5525931758405525,0.023028136330274236,1.0834634493527047,-16.161071982507014,45.1696405356464,-266.1910884049965,14.862044790221795
A,-228.3920965356559,-2.428878624640828,-30.419820965966252,-6.463444588309718,-15.041392964762398,-5.8121573494882615,-5.910948808130005,-2.79095384209346,-1.1404132918089833,2.577458788408741,0.9022502024511544,2.1845945618874296,1.9984044237700291,-22.364415307256806,62.61783445147822,-328.1391861648428,5.005150208845192
A,-167.67669793940163,-1.4572835646696911,-32.45684579724703,-1.534819036248942,-15.091218831914102,-0.4457384820124745,0.21543438392390435,1.2517499417361289,4.005548306823172,1.6663663304086,3.3895880590224956,-0.11319378546236261,0.7111210927370661,-15.964306870946526,45.890777306198565,-263.5179606128164,8.825413336843244
A,-230.08709795941598,-3.106068921029482,-22.3766856029117,-8.903001680578784,-10.919447936079933,-5.412370799209332,-4.534970663544005,0.2935011570938115,-0.2873962771400932,2.162183742577057,1.0361060445425898,1.099423645184552,1.438915592461509,-21.507454589080755,62.66571146251818,-322.39258957494,6.398239875940954
A,-170.81926116837136,3.4044690947454543,-22.211624526687242,0.7848024734742471,-16.121934525704322,3.9859952908266516,-3.6474779185438844,1.9639642202769987,0.5868342743662065,1.7901902088178565,1.7112273318300604,0.5905692381147669,0.6355995725831138,-15.180511264174726,46.72341056090389,-275.27666785486343,7.761483734709882
A,-173.2077482104172,-2.2813046984655183,-22.28111484917999,0.9242712916105804,-16.736632830316253,-1.9143062536265971,-4.113885719488293,0.8412301368546788,0.29403499514959486,1.1111545891620398,1.6645279668528066,1.3994097164240549,1.3816068951311977,-16.378365920792994,47.206274621773154,-292.0142956902259,9.130051834468851
A,-176.8446607178534,-0.13608697767647257,-25.709734131333228,-0.7849385739942037,-11.309388465445767,-0.7551375836381341,1.7481461307508073,0.9679383779237111,3.691221369284693,2.452221605717852,2.8699468260423617,0.9059200808030407,0.4126986611092183,-15.576296415254577,48.92560122623686,-280.22388819221584,7.915133473289
A,-331.7225786871753,-14.153089823939668,-45.23379440308118,-58.67371813774138,-30.475355421127123,-4.85948366209116,1.8476083605211118,-2.041445472302295,-7.30020170358254,-6.353623361707419,-12.360811782379187,-12.462392652311953,-14.45285615638955,-41.40321099256212,86.00260286364866,-418.3375637830702,9.763651885106773
A,-252.5802505917577,8.416083735453643,-39.95417036894544,-10.094923313733688,-17.80837132983779,-8.115923329524868,-7.422386230364895,-3.4493317122912965,-3.7075419445251816,-2.143197318497479,0.35252840084977516,0.6997943844781713,1.381021934139605,-25.725128283427466,69.42490998362611,-357.55937274106475,20.021048814221295
A,-248.16771778814595,-0.23078256916478182,-18.663856935519437,-7.778594819275294,-17.100969146963212,-3.6780130923396395,-6.584617140518288,0.8354542304827668,0.07557748377125308,1.4757944805954228,4.456375758972209,2.7873555771281207,3.357055883074395,-22.247456775223267,67.97072513618384,-344.8038321628974,9.97436163531868
A,-292.9588537234052,-55.16297024951137,-49.200505215158614,7.397704732890142,-12.663029581381627,-27.617068212911377,-19.03050331471686,-5.043475824520697,-8.447659689379934,-13.37343842252817,-10.790372755933515,-2.7384414222819475,-0.7595614271636576,-37.72216731584637,76.25717112181098,-362.90486417061874,28.02089109357381
A,-145.38320595384292,1.2553374305251432,-9.595243887724779,-0.15757861581089033,-10.937722350228345,1.397773997490918,-3.264372424612291,0.9520821875207732,-1.5477125290119362,0.9007228869405532,0.1162975668657277,-0.35586901100355356,-0.6089705087310573,-12.863727785509436,39.686690178035995,-232.7486055045607,10.130195564604861
A,-235.99387803682632,1.4036001174112747,-14.090508516087548,-1.587405187966978,-13.127815252784732,-0.7774048909181295,-3.9322262086825273,0.9722929484119641,0.9606196763576338,1.4360557944470536,3.262433333287647,2.5162766117250444,2.6490749296319764,-19.71606805246105,64.79401926129515,-324.4305912944077,11.57312614993976
A,-154.71913091176765,-1.7116069362631412,-14.485351863041206,-0.34291408813686003,-13.78327656508438,-0.6492060402203876,-6.240077341379153,-1.5402294330681987,-3.0632669560443255,-1.105562688938535,-0.5971693384481502,-0.43307531231509677,-0.44073121756040706,-15.316276822482115,41.61860553358186,-248.27415817877514,7.5966646046654045
A,-257.2898688260611,-5.571446889291815,-4.438712432730951,-6.798961984480766,-38.94226275064376,-3.25658668564108,-0.22566804192232476,-1.0780249438317009,-24.85787370276391,-3.684663662964394,4.890409494773576,-2.1589371684977183,-4.275510415751329,-26.745239077677486,69.06346307053265,-413.745857910689,7.932594784200791
A,-369.6347313427234,-47.6726926077101,-65.89366522690638,1.2562107870174397,15.802034657607182,-29.20528657748193,-28.222138924623593,-12.069220966306895,2.1241670091657565,-4.6167471499459936,-12.226095757888343,-15.496996358674986,-2.1779380882222346,-43.69485388820719,96.9674911805288,-452.67817378604167,30.939690777589888
A,-149.25848703628503,0.5726129457021085,-20.74535853487587,-3.2721963685384234,-7.513583015586122,-3.932642631468105,-1.584360626129184,-1.1302481804955393,0.48024739307717434,0.9280794430533709,0.09935435203319394,1.3892221466937629,0.7476167244066556,-14.093826414493236,40.44334492145203,-238.2489687263888,7.962963985026764
A,-222.25614541472603,6.7071555825440905,-14.185886074503511,1.0190815416269792,-9.883936735186577,-1.7931859779062065,-5.037658902195314,0.32848995394695346,-3.6084890790750612,-0.5643608797066736,-0.34809028367330536,0.7552295015236385,0.01143251743281624,-19.14279724999217,61.28668028156917,-319.80083229976844,18.151952630274923
A,-239.34417298503593,-4.161715053144391,-26.62593302654764,-2.2334644854834353,-18.65573099596477,-8.839381096885258,-10.999702759540355,-6.505556980447479,-7.665425640438669,-5.444687795471409,-6.724504941669597,-3.7889242684782873,-6.827871029497487,-26.755159312200366,64.01332791184699,-336.4693088566093,3.538863604399266
A,-416.37993841398696,-44.81011361940594,-52.57494104133217,0.2678480179998203,6.718833382910331,-34.16646820055136,-25.556005351754685,5.103740156122194,-8.720934166281804,-21.33458581459586,-13.491289973292218,-5.318059857610958,-6.421212800117443,-47.43716366783824,108.46983427548308,-501.18523669505913,19.152879142996774
A,-260.62646006117996,-42.70925609688261,-51.54211509728297,-7.427370541493241,-8.259645903061344,-22.202954723425343,-22.02827954748919,-18.255907801068282,-12.108414271914427,-8.986991261065684,-12.471733434668778,-12.945241718175014,-8.436617896306574,-37.53853756569333,66.53411460312158,-356.9399222654383,4.400017525365259
A,-260.62646006117996,-42.70925609688261,-51.54211509728297,-7.427370541493241,-8.259645903061344,-22.202954723425343,-22.02827954748919,-18.255907801068282,-12.108414271914427,-8.986991261065684,-12.471733434668778,-12.945241718175014,-8.436617896306574,-37.53853756569333,66.53411460312158,-356.9399222654383,4.400017525365259
A,-381.68225367408144,-49.01465448038352,-60.802197323705634,3.3941179494137677,25.66235126796179,-22.756197281482955,-42.43208298565612,-0.5177764488496831,-7.693255585224626,-6.958883033191232,-20.72277332959576,-17.863734080962068,-4.647053204522776,-45.079568631560015,100.33774089811777,-489.1440265085978,39.468873608129556
A,-149.34661188503497,-0.8735787792186124,-24.473762289060993,-2.8388513089132728,-11.219057191657727,-1.9264432570017638,-5.216270457892989,-1.8130984858678636,-3.5677435905578867,-2.4196614730689134,-3.040355286214606,-2.8307104225643585,-2.2813160343458567,-16.295958497030753,40.027271827612054,-249.44819796389754,13.645201243414181
A,-270.5840718341453,-26.9856762353762,-68.1571032585198,-20.205184139276582,-23.610825042051264,-10.51335580461669,-8.373533559156472,1.8383698126066885,1.6755044737433882,9.275347420547861,9.278184168854565,11.754490259287886,7.57066679584209,-29.772091303250757,75.18947377170711,-376.73383811251557,13.484493977921446
A,-292.9588537234052,-55.16297024951137,-49.200505215158614,7.397704732890142,-12.663029581381627,-27.617068212911377,-19.03050331471686,-5.043475824520697,-8.447659689379934,-13.37343842252817,-10.790372755933515,-2.7384414222819475,-0.7595614271636576,-37.72216731584637,76.25717112181098,-362.90486417061874,28.02089109357381
A,-416.37993841398696,-44.81011361940594,-52.57494104133217,0.2678480179998203,6.718833382910331,-34.16646820055136,-25.556005351754685,5.103740156122194,-8.720934166281804,-21.33458581459586,-13.491289973292218,-5.318059857610958,-6.421212800117443,-47.43716366783824,108.46983427548308,-501.18523669505913,19.152879142996774
A,-159.24025098429323,-3.985795849062062,-29.199398980218113,-3.2945692907791755,-5.668618770374916,0.8070648033305472,4.508342445439791,3.3875178688925347,4.183550202101732,0.7226393648864404,0.1667413610200141,-1.907469795591271,-1.7443126890945804,-14.712658485672488,43.45727229017213,-250.51547417019606,11.142720805903874
A,-292.9588537234052,-55.16297024951137,-49.200505215158614,7.397704732890142,-12.663029581381627,-27.617068212911377,-19.03050331471686,-5.043475824520697,-8.447659689379934,-13.37343842252817,-10.790372755933515,-2.7384414222819475,-0.7595614271636576,-37.72216731584637,76.25717112181098,-362.90486417061874,28.02089109357381
A,-162.01239105455505,1.685956644742411,-22.654661752728963,-4.262376010312748,-8.991386946434671,-2.3770630322547777,-0.7996557107000041,-0.5654290213350358,0.8107157705369924,0.9586871003359752,1.1819292958586347,1.650904403435064,0.3272881771062376,-15.003652472023532,44.09213261901495,-261.96172871453746,17.08067885160306
A,-136.48568060139706,-1.344846353170157,-2.917024857500411,0.23024931866897302,-3.8016061890696236,0.20606781140302732,-1.6702813361459692,0.6558011917290425,0.13084923464958162,1.1773505061596063,0.63462314277908,0.38647688838678107,-0.26434466806365414,-11.004797377813137,37.42404414717499,-228.39704415554644,7.713884599883252
A,-260.62646006117996,-42.70925609688261,-51.54211509728297,-7.427370541493241,-8.259645903061344,-22.202954723425343,-22.02827954748919,-18.255907801068282,-12.108414271914427,-8.986991261065684,-12.471733434668778,-12.945241718175014,-8.436617896306574,-37.53853756569333,66.53411460312158,-356.9399222654383,4.400017525365259
A,-239.35509375765307,5.7238885101583445,-25.94900072727084,-2.894009972115766,-12.37458566987243,-1.0248455753338575,-5.7035283678467135,0.39238989646990186,0.43289574111724316,3.497405942874401,3.490715944750235,2.653537372650575,2.914695931733784,-20.63042574848755,66.13105184003942,-340.70336308084524,18.57736976851379
A,-162.01239105455505,1.685956644742411,-22.654661752728963,-4.262376010312748,-8.991386946434671,-2.3770630322547777,-0.7996557107000041,-0.5654290213350358,0.8107157705369924,0.9586871003359752,1.1819292958586347,1.650904403435064,0.3272881771062376,-15.003652472023532,44.09213261901495,-261.96172871453746,17.08067885160306
A,-246.3534248683269,-5.486675695819311,-59.031869986441095,-20.559648961994682,-30.581946545647135,-10.611693636993552,-16.529824168743684,-4.808229437619458,-6.18776917899004,0.7003480527597633,0.9270416387268502,4.560499412585293,4.663529025998447,-29.946128026961958,67.42934253431903,-349.61826962796664,7.429341986779869
A,-183.50992777411062,-0.6994322208151101,-22.754252883107135,4.893373599408926,-18.205027575990552,0.4954053327680661,-7.05668195259732,-1.9156929608963473,-2.785588574847179,0.695998309226285,-0.3381117917534739,-6.311539414269532e-05,0.7746599332897561,-17.723487821139912,49.73748024080574,-301.8433045275071,10.072700174405316
A,-416.37993841398696,-44.81011361940594,-52.57494104133217,0.2678480179998203,6.718833382910331,-34.16646820055136,-25.556005351754685,5.103740156122194,-8.720934166281804,-21.33458581459586,-13.491289973292218,-5.318059857610958,-6.421212800117443,-47.43716366783824,108.46983427548308,-501.18523669505913,19.152879142996774
A,-260.62646006117996,-42.70925609688261,-51.54211509728297,-7.427370541493241,-8.259645903061344,-22.202954723425343,-22.02827954748919,-18.255907801068282,-12.108414271914427,-8.986991261065684,-12.471733434668778,-12.945241718175014,-8.436617896306574,-37.53853756569333,66.53411460312158,-356.9399222654383,4.400017525365259
A,-189.3503377067432,-1.3516521636611456,-25.32335323418584,-5.564769952365838,-10.912310585569388,-1.6302348415008756,4.52409927770776,4.25994714477166,5.286679942545602,3.1864856866197253,-0.15607462254457127,-1.5003465058055583,-3.7648917804028064,-17.09975071854881,51.84917462112409,-274.30907608662835,9.96308037721395
A,-246.97544746583054,1.8381235036172383,-17.838473431791513,-8.56557276830533,-15.817929009582429,-4.878760307871397,-6.520448507422168,-0.5503704820640393,2.0489769040499337,2.3832844477251167,5.396983514306138,3.642123107599344,4.65889253331464,-21.629124458634998,67.66226217627039,-338.70594476477135,14.463021285306976
A,-189.96137458327206,-2.506456395572757,-30.620728373921757,-0.6500701826566376,-17.862383706972384,-1.7217286127989673,-4.238313716388682,-1.3544702372395254,2.8293092878131127,0.45232847748313865,3.7263175489683387,1.1675849141261665,2.1161773914399875,-18.35567755299939,51.52072616786533,-300.8044574637081,7.826441848452001
A,-222.8629390487072,-8.418306611492214,-32.8509742029699,-16.28305493139232,-16.02781547290974,-4.614287044882217,-1.9331613594501784,3.7341444805867,4.195300282869588,5.343775368861293,5.440700179908229,3.7866659417557753,1.304178731595888,-21.47582874509433,61.33161361295389,-318.04895031626165,8.23073172902967
A,-225.49879073975183,4.774174254794919,-41.1865840235287,-1.1592017165857262,-13.699474151697226,-2.585460048350426,-2.1607916097258073,2.398212557473694,1.5646516184520705,4.612634376323263,2.366094017037305,3.304075547484045,0.3566667069447994,-20.53183024700997,63.16460998429563,-325.5086654300072,17.300015030712046
A,-292.9588537234052,-55.16297024951137,-49.200505215158614,7.397704732890142,-12.663029581381627,-27.617068212911377,-19.03050331471686,-5.043475824520697,-8.447659689379934,-13.37343842252817,-10.790372755933515,-2.7384414222819475,-0.7595614271636576,-37.72216731584637,76.25717112181098,-362.90486417061874,28.02089109357381
A,-189.24471852195546,-1.9619346880947626,-30.734104289704664,-0.7220033949077449,-12.6163880856182,-1.8341181179561465,3.842489494579154,0.0821691953638106,6.109448770898197,2.237378863202806,1.356338338504303,-0.47974398530404305,-2.4363919374048724,-17.415506027569048,52.0082997524954,-277.62060554145955,9.078862127164657
A,-185.81702728530232,2.9259126499614103,-33.99277477828296,-0.5356004727457659,-16.59793864947648,2.132396784760532,-3.0574012515306155,0.6524134616494434,1.1142051551816412,-0.5749016967085435,1.7617784143293749,0.051300211659214626,0.8069223081081364,-17.779285780645917,50.80437751033745,-306.2791974917695,18.097203103658074
A,-331.7225786871753,-14.153089823939668,-45.23379440308118,-58.67371813774138,-30.475355421127123,-4.85948366209116,1.8476083605211118,-2.041445472302295,-7.30020170358254,-6.353623361707419,-12.360811782379187,-12.462392652311953,-14.45285615638955,-41.40321099256212,86.00260286364866,-418.3375637830702,9.763651885106773
A,-241.82261080432272,0.9562595021542086,-16.884465099147043,-9.42917171760208,-16.28607493491439,-2.18347053571031,-4.379547505222796,-0.4243159753741938,0.9135996847487247,3.453057071804883,3.185767269993387,4.188820045851711,2.6909969076668903,-21.232396622313363,66.2350770433083,-334.8497482945486,8.074679412124281
A,-243.2855491938403,5.588126281780922,-22.4178307786889,5.408958623732717,-12.18547844149077,1.420335809201074,-5.585407798476019,0.20789045380191964,-0.47162831481560613,2.4876632904682108,2.388675149090251,2.5654029385533548,1.7215034701850518,-20.165949116192163,67.81640277439853,-356.1410282095378,12.127218943739237
A,-292.9588537234052,-55.16297024951137,-49.200505215158614,7.397704732890142,-12.663029581381627,-27.617068212911377,-19.03050331471686,-5.043475824520697,-8.447659689379934,-13.37343842252817,-10.790372755933515,-2.7384414222819475,-0.7595614271636576,-37.72216731584637,76.25717112181098,-362.90486417061874,28.02089109357381
A,-292.9588537234052,-55.16297024951137,-49.200505215158614,7.397704732890142,-12.663029581381627,-27.617068212911377,-19.03050331471686,-5.043475824520697,-8.447659689379934,-13.37343842252817,-10.790372755933515,-2.7384414222819475,-0.7595614271636576,-37.72216731584637,76.25717112181098,-362.90486417061874,28.02089109357381
A,-176.5246128687396,-2.792794238792525,-31.148074750390442,-0.05132135414202955,-15.927368597110311,-5.97302911634785,-2.0052945438274468,-4.670716053785001,3.8433895673599734,-0.8815898901924195,4.779411022606484,1.1503918722234872,2.9137924041736634,-17.483678195920312,47.905243135219536,-277.04422598883207,8.864698952653118
A,-369.6347313427234,-47.6726926077101,-65.89366522690638,1.2562107870174397,15.802034657607182,-29.20528657748193,-28.222138924623593,-12.069220966306895,2.1241670091657565,-4.6167471499459936,-12.226095757888343,-15.496996358674986,-2.1779380882222346,-43.69485388820719,96.9674911805288,-452.67817378604167,30.939690777589888
A,-238.61958337101436,1.8965384965507834,-15.611205096550496,-2.7309453394822545,-15.221397067772902,-3.447357412242052,-5.03426817213951,-1.4159875935051525,0.7928237492441821,0.7933198572348279,1.3519316139256539,2.0560282880901224,0.8738612630629036,-21.10124929112294,65.26474221055005,-333.37058317823005,13.606757978372812
A,-381.68225367408144,-49.01465448038352,-60.802197323705634,3.3941179494137677,25.66235126796179,-22.756197281482955,-42.43208298565612,-0.5177764488496831,-7.693255585224626,-6.958883033191232,-20.72277332959576,-17.863734080962068,-4.647053204522776,-45.079568631560015,100.33774089811777,-489.1440265085978,39.468873608129556
A,-292.9588537234052,-55.16297024951137,-49.200505215158614,7.397704732890142,-12.663029581381627,-27.617068212911377,-19.03050331471686,-5.043475824520697,-8.447659689379934,-13.37343842252817,-10.790372755933515,-2.7384414222819475,-0.7595614271636576,-37.72216731584637,76.25717112181098,-362.90486417061874,28.02089109357381
A,-232.72057112897056,-7.672184308616712,-53.908833886478455,-14.28097825505258,-25.161275062398058,-10.329856285602103,-12.722923489910425,-6.769862495409702,-6.21365250962863,-3.176581250376876,-2.5799240868018547,-0.7556889908326503,-1.1943750715220662,-29.037438986276975,63.08541041271329,-330.6253482689613,4.30929558234841
